RGR,FieldTag,Specimen,Date,Island,Locale,Habitat,lat,long,Sex,Mass,notes,lamellae hind internal,lamellae hind external,lamellae front internal,lamellae front external,lamellae counter,lamellae hind internal replicate,lamellae front internal replicate,lamellae counter replicate,ventral scale count,dorsal scale count,SVL,Finger,Toe,Jaw,Head,Radius,Femur,Tibia,Meta,SVL_1,SVL_2,SVL_3,R_finger,L_finger,R_toe,L_toe,r_jaw,l_jaw,head,r_radius,l_radius,r_femur,r_tibia,r_meta,l_femur,l_tibia,l_meta
RGR0343,2938508,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,1.8,,28,,17,,Reem/RGR,,,,,,43.005,5.895,9.454,12.556,13.08,6.468,10.343,9.873,6.554,43.088,42.749,43.178,5.545,5.895,9.454,7.389,12.481,12.556,13.08,6.468,6.156,10.343,9.873,6.554,9.558,9.508,6.12
RGR0344,2938507,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,2.7,,30,,18,,Reem/RGR,,,,,,47.43466667,6.802,10.447,11.726,11.56,6.165,11.55,10.083,7.044,47.516,47.474,47.314,6.802,6.734,10.447,8.424,11.097,11.726,11.56,3.796,6.165,11.55,10.083,6.523,11.492,9.88,7.044
RGR0345,2938506,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,2.3,,31,,19,,Reem/RGR,,,,,,44.83233333,6.053,9.419,11.944,12.923,5.398,10.536,9.225,6.678,44.79,44.8,44.907,5.845,6.053,9.419,9.196,11.944,11.786,12.923,2.479,5.398,10.42,9.225,6.678,10.536,9.176,6.571
RGR0346,2938505,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,3.5,,32,,18,,Reem/RGR,,,,,,51.04333333,7.461,10.357,13.09,12.521,6.149,12.422,10.755,7.136,50.911,50.956,51.263,7.461,6.587,10.357,10.031,13.09,12.298,12.521,6.149,5.126,11.632,10.755,7.136,12.422,10.561,6.743
RGR0347,2938504,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,F,1.2,,30,,18,,Reem/RGR,,,,,,37.15666667,5.46,8.156,11.485,11.539,5.398,8.675,8.084,5.766,37.295,37.07,37.105,5.018,5.46,5.802,8.156,11.171,11.485,11.539,5.398,5.06,8.675,8.077,5.766,8.574,8.084,5.562
RGR0348,2938503,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,1.9,,17,,17,,Reem/RGR,,,,,,42.92566667,6.559,8.953,11.785,12.643,6.114,10.025,8.928,6.832,42.974,42.781,43.022,4.718,6.559,8.953,8.92,11.785,11.743,12.643,6.114,5.451,10.025,8.849,6.458,9.313,8.928,6.832
RGR0349,2938502,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,M,2.2,,29,,16,,Reem/RGR,,,,,,44.94033333,7.602,10.946,12.697,12.79,4.728,10.48,9.334,6.711,45.062,45.211,44.548,6.366,7.602,10.946,10.21,12.697,11.857,12.79,4.728,3.862,10.48,9.334,6.711,10.384,9.131,6.651
RGR0350,2938501,Y,20150615,Abaco,Little Harbour,coppice,26.317050,-77.003854,F,1.3,,29,,16,,Reem/RGR,,,,,,39.26466667,5.185,7.794,11.364,11.441,4.848,8.811,7.66,5.428,39.19,39.237,39.367,4.809,5.185,7.794,7.426,11.364,10.462,11.441,4.848,3.635,8.574,7.396,5.428,8.811,7.66,5.193
RGR0351,2938500,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.8,,31,,19,,Reem/RGR,,,,,,45.56433333,6.399,10.228,12.002,12.37,6.202,11.192,9.73,6.475,45.771,45.455,45.467,6.147,6.399,10.228,9.531,12.002,11.721,12.37,6.147,6.202,11.192,9.73,6.475,11.018,9.591,6.26
RGR0352,2938499,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.2,,29,,17,,Reem/RGR,,,,,,35.41533333,4.542,7.492,10.356,10.399,5.633,8.269,7.118,5.256,35.419,35.429,35.398,4.542,4.23,7.492,7.275,10.356,8.928,10.399,5.633,4.86,8.088,6.948,5.256,8.269,7.118,5.121
RGR0353,2938498,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.2,,32,,20,,Reem/RGR,,,,,,48.196,7.089,10.171,12.021,12.205,5.158,11.676,10.737,7.198,48.003,48.36,48.225,7.089,6.668,10.068,10.171,11.876,12.021,12.205,5.158,4.486,11.515,10.737,6.495,11.676,10.361,7.198
RGR0354,2938497,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.6,,28,,16,,Reem/RGR,,,,,,38.97733333,4.387,7.682,10.883,11.171,4.693,8.193,7.259,5.392,38.869,39.078,38.985,4.24,4.387,7.682,7.485,10.883,10.637,11.171,3.619,4.693,8,7.259,5.392,8.193,7.154,4.952
RGR0355,2938496,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.2,,30,,18,,Reem/RGR,,,,,,51.48866667,7.025,10.735,13.37,14.254,6.061,11.068,10.839,7.392,51.542,51.32,51.604,5.712,7.025,10.735,10.048,13.242,13.37,14.254,5,6.061,10.777,10.839,6.469,11.068,9.643,7.392
RGR0356,2938495,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.4,,31,,19,,Reem/RGR,,,,,,48.269,6.895,11.09,13.116,13.441,5.98,11.288,10.402,6.26,48.285,48.245,48.277,6.895,6.529,11.09,9.78,13.116,12.97,13.441,5.98,5.295,11.245,10.402,6.26,11.288,10.101,6.199
RGR0357,2938494,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.4,,30,,19,,Reem/RGR,,,,,,50.36433333,6.826,10.958,14.286,14.479,5.974,11.524,10.229,7.151,50.35,50.864,49.879,6.705,6.826,10.26,10.958,14.286,13.413,14.479,4.971,5.974,11.467,9.98,6.977,11.524,10.229,7.151
RGR0358,2938493,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.1,,28,,19,,Reem/RGR,,,,,,50.157,7.51,10.437,13.427,13.527,6.579,11.928,10.087,6.799,50.146,50.169,50.156,7.51,7.387,10.437,10.201,13.427,13.184,13.527,6.579,5.871,11.325,9.953,6.185,11.928,10.087,6.799
RGR0359,2938492,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.4,,28,,16,,Reem/RGR,,,,,,38.85866667,5.733,8.288,10.725,10.887,4.928,8.574,7.766,5.411,38.733,39.026,38.817,5.733,5.437,7.853,8.288,10.725,10.603,10.887,4.928,4.851,8.394,7.462,5.411,8.574,7.766,5.34
RGR0360,2938491,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.4,dead,29,,17,,Reem/RGR,,,,,,38.47566667,5.145,7.909,10.848,10.875,4.822,8.762,7.325,5.471,38.527,38.473,38.427,5.145,4.798,7.909,7.333,10.699,10.848,10.875,4.822,4.574,8.762,7.198,5.067,8.53,7.325,5.471
RGR0361,2938490,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.3,,29,,17,,Reem/RGR,,,,,,49.28166667,6.818,9.848,13.236,13.192,5.747,11.668,9.961,6.697,49.289,49.051,49.505,5.341,6.818,9.597,9.848,12.507,13.236,13.192,5.747,5.599,11.515,9.961,6.239,11.668,9.862,6.697
RGR0362,2938489,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.8,,30,,18,,Reem/RGR,,,,,,49.049,6.897,9.839,13.436,13.719,5.44,11.312,9.823,6.519,49.112,48.806,49.229,6.238,6.897,9.839,9.44,12.868,13.436,13.719,3.079,5.44,11.064,9.676,6.002,11.312,9.823,6.519
RGR0363,2938488,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.9,,30,,18,,Reem/RGR,,,,,,47.98633333,6.671,9.495,13.121,13.424,6.799,11.407,9.602,6.632,47.925,48.041,47.993,6.671,6.549,9.495,9.078,13.121,12.073,13.424,6.462,6.799,11.192,9.602,6.632,11.407,9.428,6.069
RGR0364,2938487,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.5,,30,,NA,,Reem/RGR,,,,,,47.017,6.546,9.771,12.701,13.142,6.256,10.716,10.153,6.948,46.946,47.053,47.052,4.841,6.546,9.255,9.771,12.701,12.093,13.142,5.809,6.256,10.716,9.7,5.687,10.677,10.153,6.948
RGR0365,2938486,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.5,,30,,NA,,Reem/RGR,,,,,,36.68233333,4.451,8.58,10.616,11.469,,8.411,7.339,5.066,36.483,36.722,36.842,3.698,4.451,8.58,8.128,10.616,9.852,11.469,,,8.196,7.339,4.975,8.411,7.258,5.066
RGR0366,2938485,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.7,,30,,18,,Reem/RGR,,,,,,47.476,7.21,9.691,13.375,13.206,,11.03,10.184,6.584,47.35,47.675,47.403,6.84,7.21,8.677,9.691,12.357,13.375,13.206,,,10.628,10.046,6.131,11.03,10.184,6.584
RGR0367,2938484,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,F,1.2,dead,30,,NA,,Reem/RGR,,,,,,36.654,5.486,8.641,9.938,10.51,5.059,8.498,7.449,5.096,36.808,36.651,36.503,5.23,5.486,8.641,7.927,9.938,9.333,10.51,5.059,4.916,8.498,7.252,5.037,8.19,7.449,5.096
RGR0368,2938483,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.9,,29,,19,,Reem/RGR,,,,,,49.462,7.724,9.577,12.694,13.272,5.957,10.887,9.793,6.441,49.275,49.607,49.504,6.684,7.724,9.577,8.878,12.694,12.522,13.272,5.552,5.957,10.887,9.592,6.23,10.75,9.793,6.441
RGR0369,2938482,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,1.9,,31,,18,,Reem/RGR,,,,,,44.495,6.645,9.521,12.221,12.718,5.831,9.676,8.956,6.297,44.707,44.249,44.529,6.645,6.281,9.521,8.56,12.221,11.75,12.718,5.831,5.416,8.763,8.924,6.264,9.676,8.956,6.297
RGR0370,2938481,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.1,,NA,,19,,Reem/RGR,,,,,,49.77633333,6.935,9.473,13.505,13.373,6.292,11.219,10.667,6.497,49.85,49.798,49.681,6.569,6.935,8.404,9.473,13.505,13.163,13.373,6.292,5.231,11.196,10.432,6.246,11.219,10.667,6.497
RGR0371,2938480,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.7,,31,,18,,Reem/RGR,,,,,,47.42366667,6.586,10.184,12.355,13.018,6.32,11.203,10.839,6.24,47.936,47.23,47.105,6.586,,10.184,10.096,12.355,12.302,13.018,6.32,5.497,11.203,10.839,6.138,10.828,9.448,6.24
RGR0372,2938479,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.0,dead,31,,18,,Reem/RGR,,,,,,47.34833333,8.211,10.753,14.133,14.129,6.797,10.963,9.745,6.689,47.477,47.314,47.254,7.183,8.211,10.753,10.192,14.133,13.49,14.129,6.797,6.27,10.349,9.643,6.678,10.963,9.745,6.689
RGR0373,2938478,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,2.7,,33,,20,,Reem/RGR,,,,,,47.17666667,7.021,9.96,13.153,13.841,5.663,11.366,9.602,6.908,47.023,47.199,47.308,6.617,7.021,9.566,9.96,12.875,13.153,13.841,2.829,5.663,9.765,9.508,6.26,11.366,9.602,6.908
RGR0374,2938477,Y,20150615,Abaco,Gilpin point,coastal,26.104472,-77.178400,M,3.1,,31,,17,,Reem/RGR,,,,,,49.64233333,6.746,10.276,14.109,14.335,6.336,12.261,10.804,6.828,49.558,49.629,49.74,6.746,6.484,10.166,10.276,14.109,12.954,14.335,6.336,5.294,12.261,10.804,6.719,11.736,10.22,6.828
RGR0375,2938476,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,2.1,,27,,16,,Reem/RGR,,,,,,41.62233333,6.163,8.558,11.043,11.617,5.967,9.539,8.537,5.741,41.876,41.447,41.544,5.69,6.163,8.395,8.558,11.043,10.713,11.617,5.967,3.866,9.387,8.537,4.984,9.539,8.486,5.741
RGR0376,2938475,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,1.7,,29,,17,,Reem/RGR,,,,,,39.781,6.49,8.607,11.922,11.849,6.252,10.114,8.48,6.389,39.705,39.775,39.863,4.932,6.49,8.503,8.607,11.922,10.586,11.849,4.688,6.252,10.114,8.414,6.389,9.569,8.48,6.099
RGR0377,2938474,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,2.3,,29,,16,,Reem/RGR,,,,,,43.07833333,6.338,9.128,11.154,11.973,5.052,10.026,8.394,6.196,43.041,43.295,42.899,6.338,6.244,9.128,7.822,11.154,11.021,11.973,4.961,5.052,9.631,8.394,5.878,10.026,8.285,6.196
RGR0378,2938473,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,2.0,,NA,,17,,Reem/RGR,,,,,,42.326,6.215,8.973,12.26,12.435,5.474,10.308,8.636,5.967,42.202,42.27,42.506,5.699,6.215,8.973,,12.26,11.922,12.435,5.009,5.474,10.308,8.636,5.967,9.976,8.559,5.611
RGR0379,2938472,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,2.1,,30,,16,,Reem/RGR,,,,,,42.448,5.949,9.354,12.663,12.919,5.491,9.917,9.068,6.519,42.712,42.16,42.472,5.55,5.949,8.723,9.354,12.663,11.579,12.919,5.491,5.026,9.917,9.068,6.519,9.508,8.937,6.426
,2938471,Y,20150616,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,,,,NA,,NA,,Reem/RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGR0380,2938470,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,F,1.2,,28,,16,,Reem/RGR,,,,,,35.05066667,4.95,6.98,10.079,10.509,4.556,7.798,7.036,5.193,35.253,35.243,34.656,4.787,4.95,6.98,5.49,10.079,9.962,10.509,4.556,2.195,7.798,7.036,5.193,7.064,6.915,5.162
RGR0381,2938469,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,M,1.9,,30,,18,,Reem/RGR,,,,,,40.95633333,5.748,8.549,11.915,11.776,6.297,9.608,8.537,6.462,41.27,40.713,40.886,5.644,5.748,6.136,8.549,11.774,11.915,11.776,4.787,6.297,9.608,7.796,6.462,9.558,8.537,5.917
RGR0382,2938468,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,M,2.1,,30,,17,,Reem/RGR,,,,,,42.45766667,6.003,7.423,12.455,12.689,5.132,9.864,8.552,6.26,42.722,42.064,42.587,5.74,6.003,7.423,,12.455,12.403,12.689,5.132,5.066,9.864,8.552,6.12,8.826,8.092,6.26
RGR0383,2938467,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,M,2.6,,28,,16,,Reem/RGR,,,,,,43.93066667,6.654,8.96,11.993,12.257,6.055,10.17,8.921,6.542,43.729,44.313,43.75,6.2,6.654,8.154,8.96,11.993,11.736,12.257,6.055,5.562,9.827,8.921,6.175,10.17,8.869,6.542
RGR0384,2938466,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,M,2.3,,29,,17,,Reem/RGR,,,,,,42.85533333,6.319,9.956,12.942,11.951,6.134,10.522,8.944,6.419,42.599,42.842,43.125,6.319,6.207,9.956,9.328,12.942,12.739,11.951,6.134,5.092,10.522,8.944,6.419,10.279,8.636,6.362
RGR0385,2938465,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,M,1.9,,29,,17,,Reem/RGR,,,,,,39.366,4.966,8.278,10.744,10.879,5.817,8.834,7.801,5.802,39.071,39.469,39.558,4.966,,8.278,7.892,10.744,10.38,10.879,2.852,5.817,8.677,7.689,5.504,8.834,7.801,5.802
RGR0386,2938464,Y,20150616,Abaco,Little Abaco boat ramp,coastal,26.901974,-77.580020,F,1.0,,27,,15,,Reem/RGR,,,,,,32.96,4.58,6.869,9.77,9.919,3.613,7.294,7.259,4.58,32.687,33.333,32.86,4.58,4.132,6.869,,9.77,9.006,9.919,3.613,3.36,7.294,7.259,4.499,6.936,6.651,4.58
RGR0387,2938463,Y,,Abaco,Little Abaco boat ramp,mangrove,26.908272,-77.725588,M,1.8,,27,,16,,Reem/RGR,,,,,,41.79333333,6.753,8.717,11.284,11.812,5.775,9.805,8.616,6.403,41.566,42.022,41.792,6.753,5.819,8.717,8.205,11.284,11.154,11.812,5.451,5.775,9.481,8.348,5.497,9.805,8.616,6.403
RGR0388,2938462,Y,,Abaco,Little Abaco boat ramp,mangrove,26.908272,-77.725588,F,1.1,,27,,16,,Reem/RGR,,,,,,34.10833333,3.828,7.484,9.133,9.949,4.844,7.314,6.909,4.966,34.23,34.01,34.085,3.412,3.828,7.484,6.699,9.001,9.133,9.949,4.844,3.846,7.314,6.909,4.966,7.19,6.511,4.164
RGR0389,2938461,Y,,Abaco,Little Abaco boat ramp,mangrove,26.908272,-77.725588,M,2.1,,29,,16,,Reem/RGR,,,,,,42.18466667,6.311,8.656,11.699,11.795,4.821,9.982,8.489,5.818,42.297,41.96,42.297,6.209,6.311,8.574,8.656,11.699,11.356,11.795,4.24,4.821,9.499,8.489,5.818,9.982,8.124,5.678
RGR0390,2938460,Y,,Abaco,Little Abaco boat ramp,mangrove,26.908272,-77.725588,M,1.8,,28,,16,,Reem/RGR,,,,,,41.226,6.095,9.118,10.879,11.193,5.095,9.193,8.215,5.834,41.375,41.346,40.957,6.095,5.905,9.118,8.342,10.879,10.198,11.193,4.057,5.095,8.324,7.811,5.834,9.193,8.215,5.78
RGR0391,2938459,Y,,Abaco,Little Abaco boat ramp,mangrove,26.908272,-77.725588,M,1.9,,28,,18,,Reem/RGR,,,,,,40.45966667,5.865,8.76,11.217,11.364,5.486,9.147,8.591,6.065,40.129,40.667,40.583,5.865,5.818,8.76,8.598,11.217,10.373,11.364,5.486,2.888,9.147,8.591,4.95,9.135,8.478,6.065
RGR0392,2938458,Y,,Abaco,Angel Fish Pt,coppice,26.912775,-77.576286,M,2.3,,29,,17,,Reem/RGR,,,,,,43.805,6.374,9.115,11.735,12.638,5.431,9.859,8.961,6.577,44.056,43.695,43.664,6.126,6.374,8.64,9.115,11.735,11.539,12.638,5.294,5.431,9.772,8.961,6.304,9.859,8.577,6.577
RGR0393,2938457,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.6,,31,,17,,Reem/RGR,,,,,,45.89533333,6.981,9.869,12.09,12.853,5.928,10.533,9.103,6.175,45.964,45.818,45.904,6.695,6.981,8.501,9.869,12.09,12.059,12.853,5.928,4.94,9.707,9.017,6.175,10.533,9.103,6.175
RGR0394,2938456,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.6,,30,,18,,Reem/RGR,,,,,,38.81766667,5.524,8.701,11.044,11.713,5.674,8.819,8.862,6.196,38.846,38.78,38.827,5.524,5.515,8.701,8.608,11.044,10.988,11.713,5.451,5.674,8.79,8.625,6.196,8.819,8.862,5.766
RGR0395,2938455,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.1,,29,,18,,Reem/RGR,,,,,,41.68366667,5.642,8.908,11.432,10.911,6.801,10.279,9.445,6.399,41.767,41.626,41.658,5.493,5.642,8.908,8.507,11.432,10.628,10.911,6.801,6.584,10.279,8.657,6.357,10.114,9.445,6.399
RGR0396,2938454,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.6,,28,,16,,Reem/RGR,,,,,,44.412,6.095,8.744,12.017,12.132,5.337,10.258,8.708,6.185,44.38,44.259,44.597,5.766,6.095,8.744,7.695,12.017,11.337,12.132,5.129,5.337,9.966,8.657,5.952,10.258,8.708,6.185
RGR0397,2938453,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.8,,27,,15,,Reem/RGR,,,,,,38.98466667,4.732,7.471,10.359,11.284,4.736,8.719,7.467,5.678,39.182,38.828,38.944,4.732,4.444,7.471,7.024,10.359,10.292,11.284,4.541,4.736,8.719,7.448,5.381,8.498,7.467,5.678
RGR0398,2938452,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.9,,30,,17,,Reem/RGR,,,,,,49.57,7.019,9.814,13.562,13.416,7.182,10.924,10.037,6.776,49.6,49.314,49.796,6.743,7.019,9.604,9.814,12.448,13.562,13.416,6.372,7.182,10.428,9.847,6.651,10.924,10.037,6.776
RGR0399,2938451,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.3,,27,,15,,Reem/RGR,,,,,,36.10466667,4.861,7.232,10.046,10.488,5.235,8.628,7.328,5.183,36.167,36.056,36.091,3.779,4.861,6.221,7.232,10.046,9.633,10.488,4.876,5.235,8.628,7.219,5.154,7.937,7.328,5.183
RGR0400,2938450,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.8,,27,,17,,Reem/RGR,,,,,,48.60833333,7.851,10.273,12.923,13.513,7.203,11.47,10.399,6.819,48.542,48.865,48.418,7.851,6.697,10.114,10.273,12.923,12.584,13.513,7.203,5.875,11.47,9.724,6.667,11.03,10.399,6.819
RGR0401,2938449,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.6,,28,,17,,Reem/RGR,,,,,,45.545,6.604,9.063,12.722,12.595,6.884,10.623,9.622,6.884,45.567,45.307,45.761,6.424,6.604,7.305,9.063,12.722,11.822,12.595,5.785,6.884,10.509,9.414,6.884,10.623,9.622,6.343
RGR0402,2938448,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.1,,31,,16,,Reem/RGR,,,,,,43.90833333,6.535,9.562,12.132,12.542,5.478,10.528,9.915,6.606,43.883,43.863,43.979,5.846,6.535,8.837,9.562,12.132,11.983,12.542,5.478,3.416,10.528,9.667,6.606,10.308,9.915,6.475
RGR0403,2938447,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.2,,25,,15,,Reem/RGR,,,,,,35.39166667,4.759,7.203,9.193,9.925,,7.754,7.136,5.114,35.272,35.249,35.654,4.759,,7.12,7.203,9.193,8.826,9.925,,,7.725,7.136,4.866,7.754,7.032,5.114
RGR0404,2938446,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.7,,29,,16,,Reem/RGR,,,,,,45.71766667,7.072,9.814,11.924,11.379,5.752,10.739,9.535,6.977,45.812,45.701,45.64,7.072,6.802,9.814,9.187,11.924,11.328,11.379,5.375,5.752,10.739,9.535,6.571,10.094,9.338,6.977
RGR0405,2938445,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,3.2,,30,,17,,Reem/RGR,,,,,,47.51266667,7.87,10.579,14.117,13.593,7.124,11.59,9.757,7.073,47.84,47.254,47.444,7.87,7.264,10.579,9.998,14.117,14.016,13.593,6.052,7.124,10.835,9.694,6.773,11.59,9.757,7.073
RGR0406,2938444,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.4,,29,,17,,Reem/RGR,,,,,,45.40533333,6.562,9.369,12.419,12.765,6.458,10.75,9.501,6.462,45.488,45.371,45.357,6.213,6.562,9.369,9.261,12.419,11.893,12.765,6.458,4.216,10.75,9.301,5.926,10.48,9.501,6.462
RGR0407,2938443,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.7,,29,,17,,Reem/RGR,,,,,,38.57233333,4.468,8.333,10.203,10.94,5.019,7.959,7.671,5.325,38.667,38.368,38.682,3.94,4.468,8.333,7.221,10.203,9.551,10.94,5.002,5.019,7.259,7.671,5.325,7.959,7.092,5.186
RGR0408,2938442,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.2,,30,,17,,Reem/RGR,,,,,,48.553,7.145,10.039,12.927,13.314,4.838,11.077,9.898,6.908,48.026,48.508,49.125,7.032,7.145,8.738,10.039,12.927,12.63,13.314,4.736,4.838,11.068,9.898,6.77,11.077,9.7,6.908
RGR0409,2938441,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,1.7,,30,,16,,Reem/RGR,,,,,,40.93,6.454,8.926,12.27,12.593,5.734,10.156,9.668,6.513,40.719,41.195,40.876,6.037,6.454,8.926,8.224,12.27,12.07,12.593,5.734,4.995,9.562,9.668,6.165,10.156,8.631,6.513
RGR0410,2938440,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.9,,28,,18,,Reem/RGR,,,,,,50.344,8.027,9.597,13.47,14.417,6.908,11.757,9.928,6.642,50.484,50.328,50.22,6.579,8.027,9.597,8.451,13.47,12.795,14.417,6.317,6.908,11.757,9.904,6.642,11.341,9.928,5.861
RGR0411,2938439,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.8,,32,,18,,Reem/RGR,,,,,,48.63233333,7.081,9.589,13.303,13.712,6.993,11.309,10.125,6.682,48.603,48.956,48.338,6.825,7.081,9.589,9.517,13.303,13.3,13.712,6.711,6.993,11.309,9.503,6.682,11.146,10.125,6.455
RGR0412,2938438,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.3,,30,,16,,Reem/RGR,,,,,,35.679,5.107,7.399,9.976,10.579,4.255,8.578,7.426,5.267,35.693,35.616,35.728,5.107,3.762,7.045,7.399,9.976,9.328,10.579,3.417,4.255,8.284,7.396,5.091,8.578,7.426,5.267
RGR0413,2938437,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,1.4,,28,,17,,Reem/RGR,,,,,,38.90866667,5.457,8.081,10.411,11.168,6.423,9.745,9.04,5.486,39.517,39.109,38.1,4.188,5.457,8.081,7.926,10.411,10.276,11.168,6.423,4.822,9.745,8.212,5.486,9.147,9.04,5.026
RGR0414,2938436,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,3.0,,29,,18,,Reem/RGR,,,,,,47.755,6.71,8.833,12.632,13.166,6.31,11.064,9.456,6.606,47.792,47.986,47.487,5.862,6.71,8.833,8.755,12.632,12.33,13.166,6.31,6.03,11.064,9.456,6.533,11.055,9.324,6.606
RGR0415,2938435,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,M,2.8,,26,,17,,Reem/RGR,,,,,,47.214,7,10.204,12.673,13.118,6.52,10.822,9.787,6.667,47.425,46.979,47.238,6.847,7,10.204,9.35,12.673,12.099,13.118,5.295,6.52,10.822,9.787,6.382,10.814,9.587,6.667
RGR0416,2938434,Y,20150619,Abaco,Little Harbour,mangrove,26.325377,-77.005543,F,1.6,,29,,17,,Reem/RGR,,,,,,40.06833333,5.421,5.87,11.595,11.127,5.542,9.176,7.709,5.342,40.102,40.261,39.842,5.421,4.537,5.87,5.792,10.796,11.595,11.127,5.381,5.542,9.176,7.692,5.342,8.74,7.709,5.017
,BZ001,N,17-Jan-16,Belize,Dangriga,urban secondary,16.86273,-88.28435,F,2.2,,31,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BZ002,N,17-Jan-16,Belize,Dangriga,urban secondary,16.86273,-88.28435,F,1.9,,31,,17,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BZ003,N,17-Jan-16,Belize,Dangriga,urban secondary,16.86273,-88.28435,F,2.7,yellow belly,31,,16,,RGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
